가게 이름,별점,리뷰 수,태그들
삿갓봉초밥,3.9,9,"#점심식사, #점심특선, #제로페이"
뚜레쥬르 상계점,3.8,10,"#카카오페이, #제로페이"
엄니랑딸래미,4.4,5,
피자먹다 중계점,5.0,2,"#1인피자, #혼밥"
만선수산,5.0,1,"#데이트코스, #친목모임, #제로페이"
BHC치킨 중계본점,1.8,5,#제로페이
속초붉은대게 중계점,4.1,14,"#친목모임, #제로페이"
효자동솥뚜껑 서울중계점,4.0,2,
우가,5.0,2,
더꼬마,0,0,#제로페이
재운이네 중계점,5.0,2,
1번지통닭 상계역점,0,0,#제로페이
동대문엽기떡볶이 중계점,4.9,7,#제로페이
중계수산,3.9,10,#제로페이
대구달구벌막창,5.0,1,
천우가,3.8,13,"#가족모임, #이동약자접근, #점심식사, #점심특선, #친목모임, #회식장소, #제로페이"
진미치킨,5.0,2,#제로페이
불암골떡방아,0,0,
원조홍능갈비,4.0,3,"#점심식사, #제로페이"
청화반점,4.0,2,
오븐마루치킨 중계점,5.0,3,#제로페이
꿀꿀이네직화구이,0,0,#제로페이
압구정찌개마을&명태찜 창동점,3.0,1,"#점심식사, #제로페이"
한라참치 노원점,0,0,
옥수수로구운생선,0,0,
고바우소곱창 노원점,3.7,18,"#노포, #제로페이"
전주가,1.0,2,"#아침식사, #혼밥, #제로페이"
메밀마당,3.5,12,#제로페이
본죽&비빔밥cafe 노원점,1.3,14,"#죽전문점, #혼밥, #제로페이"
버거킹 노원역점,3.1,37,"#이동약자접근, #혼밥, #카카오페이"
가마솥 순대국밥 노원역점,5.0,2,#혼밥
나폴레옹과자점 롯데백화점 노원점,2.7,11,
삼진어묵 노원점,3.0,1,
드림베티 롯데백화점 노원점,4.0,1,
매드포갈릭 롯데노원점,4.5,13,
움트 롯데백화점 노원점,5.0,1,
그래인스쿠키 롯데백화점노원점,0,0,
콘타이,4.2,6,"#데이트코스, #회식장소"
바니번 롯데백화점노원점,0,0,
노원넘버원페스츄리붕어,0,0,
어묵생각,4.0,1,
테이블스 롯데백화점노원점,0,0,
조이락,0,0,#혼밥
T.G.I.FRIDAYS 롯데백화점 노원점,2.1,31,
테이블스,2.0,1,#베이커리카페
누아누아바이콘타이,2.0,1,"#데이트코스, #이국적인"
밀크이즘 롯데백화점 노원점,0,0,
델리본 롯데백화점 노원점,0,0,
스시요비,0,0,
프랑가스트 롯데백화점노원점,0,0,
은솔냉면,0,0,
고려당 롯데노원포숑점,0,0,
용호동낙지 노원점,3.0,7,
,7,,
경회루,0,0,
하누소 롯데백화점 노원점,3.6,10,#제로페이
생폴드방스 노원본점,0,0,#제로페이
쉐이크쉑 노원점,3.5,50,"#뉴욕버거, #수제버거, #쉐이크, #쉑쉑, #햄버거, #비건푸드, #카카오페이, #제로페이"
도하정 롯데백화점 노원점,4.0,5,#혼밥
메밀부엌,4.5,24,"#점심식사, #혼밥, #제로페이"
장미맨숀 노원점,4.0,1,
띤띤익스프레스 노원점,3.4,5,#혼밥
한와담소반 롯데백화점 노원점,0,0,
달리는토끼 노원점,3.0,2,#대형스크린
공기 롯데백화점 노원점,1.3,3,"#1인샤브샤브, #건강식, #점심식사, #혼밥"
파파존스 노원점,3.9,9,"#피맥, #제로페이"
어화선생 롯데백화점노원점,5.0,1,
호텔마드리드,4.1,8,"#대형스크린, #룸술집, #분위기좋은, #세계맥주, #이국적인, #친목모임, #회식장소, #제로페이"
전포여관 노원점,3.0,2,
물속세상조개구이,2.0,1,#제로페이
깡통집조개구이찜,1.0,1,
시장을여는사람들 노원점,0,0,"#카카오페이, #제로페이"
아그라 노원점,3.2,17,#이동약자접근
미꼬담 롯데노원점,4.5,4,
리얼리츠,0,0,
오버더디쉬 롯데노원,0,0,#점심식사
크레이지카츠,1.7,7,
온기정 롯데백화점 노원점,1.7,14,"#일본가정식, #혼밥"
밤10에스빠냐,2.0,3,#룸술집
바블리옛날왕만두,0,0,
테이스티키친 바이 혜원,1.3,6,
속초코다리냉면 롯데백화점노원점,0,0,
수운당,0,0,
잣품은그집호두과자 롯데백화점 노원점,0,0,
무한계도 롯데백화점노원점,0,0,
크리스피크림도넛 롯데노원점,4.2,27,"#카카오페이, #제로페이"
야간반점 서울노원점,0,0,
7블럭,0,0,"#세계맥주, #안주맛집, #하이볼, #호프, #호프집, #회식장소"
청춘불닭발 노원본점,0,0,
샐러디 노원역점,3.8,17,"#건강식, #혼밥, #카카오페이, #제로페이"
이구선생 노원2호점,3.6,8,"#혼밥, #제로페이"
크라운호프 노원역점,2.1,9,"#피맥, #제로페이"
한신포차 노원역점,2.0,1,
슈퍼스타뮤직타운 노원점,1.0,1,
또올래곱창 노원점,4.6,16,
탕화쿵푸마라탕 노원역점,4.2,12,"#혼밥, #제로페이"
포커스 노원,0,0,
시선 노원점,2.9,7,
과녁포차,0,0,
스시이안앤,4.3,7,"#혼밥, #회전초밥"
탐라포차 노원점,1.0,2,#분위기좋은
짬뽕늬우스 노원역점,3.1,21,"#혼밥, #제로페이"
스타다이닝 프리비 노원점,0,0,#가족모임
이찌방 노원1호점,1.8,6,"#술한잔하기좋은, #제로페이"
폼드팡 노원점,3.8,22,
바다식탁,1.0,1,
인쌩맥주 노원상계점,1.8,19,#술한잔하기좋은
오꼬당,0,0,
공대생맥주 노원점,4.6,9,
제주밤바다 노원점,1.6,5,#컨셉주점
역전할머니맥주 서울노원역점,1.8,24,
이자카야모리,1.4,18,"#가성비좋은, #데이트코스, #룸술집, #분위기좋은, #이자카야펍, #회식장소"
어시장 어부의식탁 노원직영점,1.0,3,
산들레,0,0,
오천술집 노원역점,1.0,1,
어글리스토브 노원역점,4.2,75,"#노원맛집, #노원배달맛집, #노원역맛집, #노원파스타, #브런치맛집, #가족모임, #데이트코스, #돌잔치, #소개팅, #친목모임, #제로페이"
포차끝판왕,1.0,3,
미미스낵,3.2,10,"#룸술집, #실내흡연실, #친목모임"
활어의전설 본점,2.7,15,"#점심특선, #제로페이"
장돈 노원점,0,0,#점심식사
룸의정석 노원점,3.7,9,"#룸술집, #제로페이"
BOOM,0,0,
테무진 노원점,1.0,1,"#데이트코스, #북해도식"
신선설농탕 노원역점,3.9,19,"#아침식사, #점심식사, #혼밥, #제로페이"
오로롱 노원본점,5.0,2,#제로페이
강스분식,4.7,7,"#혼밥, #제로페이"
1992덮밥&짜글이 노원점,4.0,4,"#앤틱한, #전통음식, #혼밥, #카카오페이, #제로페이"
봉추찜닭 노원점,3.1,9,"#점심식사, #제로페이"
B비즈바,0,0,
보름달,5.0,1,
옥된장 노원점,4.7,3,#점심특선
수을,5.0,1,"#노원전통주바, #이색술집, #전통주, #푸드콜키지, #민속주점"
스시초심,4.8,18,"#노원스시, #노원역오마카세, #노원오마카세, #스시오마카세, #스시초심, #가족모임, #제로페이"
빽돈 노원상계점,4.2,58,"#점심식사, #친목모임, #회식장소"
블러썸,0,0,
말이야막걸리야,0,0,
풍미연,3.0,74,#노포
쉬즈,0,0,
가양양꼬치,3.9,16,#제로페이
바코드,0,0,"#점심식사, #캐주얼한분위기"
돗토리,3.7,3,
일미리금계찜닭 서울노원점,4.3,6,"#점심식사, #제로페이"
본가 노원점,4.0,6,"#점심식사, #점심특선, #회식장소, #제로페이"
백소정 노원중앙점,4.1,26,"#일본가정식, #혼밥, #제로페이"
신가네코다리 노원점,0,0,
,73,,
SSDD바,0,0,
피아노바,5.0,1,
어사출또 노원역점,1.8,5,#제로페이
맥주창고,0,0,"#깔끔한, #세계맥주"
더바,0,0,"#라운지펍, #제로페이"
제임스키친,4.4,51,"#데이트코스, #소개팅, #혼밥, #제로페이"
탐나종합어시장 노원역점,1.0,7,#노포
치즈밥있슈,0,0,
낙원스낵 노원점,4.4,12,"#수제맥주, #피맥, #제로페이"
오늘더맥주,3.5,2,#제로페이
경성양꼬치 노원점,4.5,10,"#가족모임, #제로페이"
KMGM 노원역점,0,0,#제로페이
파이널나인 노원점,4.0,2,
새마을식당 노원역점,2.6,14,"#점심식사, #혼밥, #제로페이"
고전한방삼계탕 노원점,2.9,16,#제로페이
떡사랑,5.0,1,#제로페이
불난술집 노원점,0,0,
씨씨월드 노원직영점,0,0,#돌잔치
순대고집 노원점,5.0,10,"#국밥, #머리수육, #순대국, #순대국밥, #해장국, #혼밥"
일심 감자탕,0,0,
신용문객잔,0,0,#혼밥
복드림 전주24시복콩나물국밥복칼국수 상계직영점,3.8,6,"#아침식사, #혼밥"
슬로우캘리 노원점,3.1,8,"#건강식, #혼밥, #제로페이"
논골집 노원점,3.0,9,"#점심식사, #친목모임, #회식장소, #제로페이"
포차호롱,0,0,"#다트, #친목모임, #혼술"
언더독하이볼,1.0,1,
노가리부르쓰,1.0,1,
며느리도몰라,3.4,24,
도리연닭도리탕 노원점,4.2,13,#제로페이
에비도리,2.3,3,
또와순두부수제비,3.3,16,"#노포, #이동약자접근"
리틀파스타,0,0,#데이트코스
가야,0,0,
애비뉴,0,0,
생마차 노원역점,4.5,2,#술한잔하기좋은
유정한우소곱창,2.9,14,"#가족모임, #분위기좋은, #점심식사, #정갈한느낌, #친목모임, #제로페이"
용용선생 노원점,4.7,15,"#중화포차, #카카오페이, #제로페이"
인바이트호프&치킨,5.0,1,#제로페이
올드델리 노원점,4.1,25,"#데이트코스, #비건푸드, #이국적인, #혼밥, #제로페이"
풍성진감자탕,3.4,64,"#데이트코스, #친목모임, #제로페이"
썬더치킨 상계점,4.3,4,#제로페이
궁,4.3,4,
현지네,4.7,3,#제로페이
닭강정공방 노원중앙점,3.5,2,#제로페이
최순옥명품국밥,4.0,1,"#혼밥, #혼술, #카카오페이, #제로페이"
호랑이핫도그,5.0,3,#제로페이
OK축산물식당,0,0,#제로페이
다모아분식,0,0,
시니나케이크,0,0,"#레터링케이크, #수제케이크, #케이크주문제작, #제로페이"
인생갈비,5.0,3,
진희실내마차,0,0,
비타,5.0,1,#수제맥주
청옥냉면,0,0,
홈푸드월드,0,0,
미락칼국수,3.2,14,
삼돌이두마리치킨,0,0,#제로페이
짜글이잘하는집 노원상계점,0,0,
왕곱창,4.3,4,#제로페이
그래그래 노원상계점,0,0,
다내가사케,1.0,1,#제로페이
프릭스버거 상계점,5.0,3,
해와달,0,0,
,46,,
전라도맛집,4.0,6,#제로페이
만나생선구이,4.8,4,#제로페이
연정이네시골밥상,3.9,7,#제로페이
,69,,
술사와 상계점,2.7,7,"#노포, #캠핑느낌나는"
오마이샬롬,5.0,6,"#비건베이커리, #제로페이"
불타는토스트,4.0,1,
유연국시,4.7,11,#제로페이
피자에땅 중계점,5.0,1,"#배달, #제로페이"
응응스크르,0,0,
유진숯불바베큐치킨,4.5,4,#제로페이
호식이두마리치킨 중계행복점,1.5,2,#제로페이
현미와누룽지 중계점,0,0,
한가네김밥,0,0,#제로페이
큰집닭강정 중계점,2.8,5,#제로페이
DWMFNB,0,0,
오븐 쿡 치킨,0,0,#제로페이
정원김밥,4.8,8,"#김밥, #떡볶이, #라면, #분식, #우동, #이동약자접근, #제로페이"
러셀치킨,0,0,
대박수산,5.0,5,#제로페이
크래버대게나라 노원점,4.1,81,"#가족모임, #건강식, #데이트코스, #분위기좋은, #손님접대, #친목모임, #코스요리, #퓨전한정식, #회식장소, #제로페이"
힘찬장어,3.6,5,"#안심식당, #봄제철음식, #이국적인, #점심식사, #혼밥, #제로페이"
쉐프마인드,4.2,51,"#일본가정식, #점심식사, #코스요리, #제로페이"
명진닭갈비한식뷔페,3.0,2,"#한식뷔페, #제로페이"
남원샛집추어탕 노원점,4.0,5,"#혼밥, #제로페이"
일성,4.4,21,"#점심식사, #점심특선, #혼밥, #제로페이"
또또부대찌개,0,0,
예향정 노원점,4.5,63,"#노원역밥집맛집, #노원역쌈밥집, #노원역점심맛집, #노원역제육볶음, #노원옉한식맛집, #건강식, #점심식사, #혼밥, #제로페이"
포케올데이 노원점,4.6,32,"#샐러드, #포케, #건강식, #혼밥, #카카오페이, #제로페이"
전주식당,5.0,1,
신의한국수 노원점,3.3,3,"#혼밥, #카카오페이, #제로페이"
도나한우,4.3,4,"#이동약자접근, #점심식사, #점심특선, #혼밥, #제로페이"
삼해미가,0,0,
북경,3.8,16,"#이동약자접근, #점심식사, #친목모임, #코스요리, #제로페이"
홍어마을,0,0,
예가족발,4.9,17,#제로페이
,13,,
박가부대 노원역점,0,0,"#가성비좋은, #노원맛집, #닭갈비, #모임맛집, #부대찌개, #혼밥, #제로페이"
더베이크샵,3.0,1,
한우대계촌,0,0,
KFC 노원역점,3.5,25,"#혼밥, #카카오페이, #제로페이"
앤티앤스프레즐 롯데백화점노원점,3.0,2,
고슬담 롯데백화점노원점,5.0,1,
한티옥,2.3,7,
노원목살집,3.3,7,
가장생각나는족발,0,0,
다미참치,3.0,11,"#혼술, #제로페이"
김밥천국 상계점,3.1,11,
노원우동짜장,4.7,15,"#노포, #혼밥, #카카오페이"
벽계화로구이,3.0,1,
고기가통째로,0,0,#제로페이
한솥도시락 노원역점,3.3,15,"#혼밥, #카카오페이, #제로페이"
바다사랑,0,0,#제로페이
스시란,1.0,1,"#혼밥, #회전초밥, #제로페이"
가야식당,0,0,#제로페이
룰루랄라,0,0,#제로페이
진미치킨숯불바베큐,2.5,21,"#노포, #제로페이"
순두부와빈대떡마을 노원점,4.5,4,#제로페이
황소알곱창 노원점,3.8,9,#제로페이
을지로골뱅이 노원원조1호점,3.2,6,#제로페이
은가비,5.0,1,
본도시락 노원점,0,0,"#점심식사, #혼밥"
버섯마을웰빙찜쌈밥,4.1,10,"#가족모임, #건강식, #제로페이"
신참떡볶이 노원상계점,5.0,2,
쭈구리,0,0,
등촌샤브칼국수 노원점,4.2,22,#제로페이
오마카세오사이초밥 노원점,4.8,9,"#가성비갑오마카세, #노원맛집, #노원스시, #노원오마카세, #노원초밥, #혼밥, #제로페이"
싱글벙글복어,0,0,
국민닭발 노원상계점,3.7,3,"#노포, #데이트코스, #제로페이"
짝태&노가리 노원점,0,0,#제로페이
공릉닭한마리 노원점,4.3,3,#제로페이
비타민밥상,5.0,1,
새암식당,3.7,3,#혼밥
누구나홀딱반한닭 노원점,2.5,4,"#노포, #제로페이"
철판요리뽀꼬머꼬,0,0,
캠프뮤직타운 노원점,0,0,
비루야 2호점,0,0,
천하명가,0,0,
골뱅이치킨,0,0,#제로페이
하이볼테라스,4.2,12,"#데이트코스, #술한잔하기좋은"
국수야,0,0,
원조삼계탕,3.3,3,#제로페이
코코윙 노원역점,0,0,
조박사아구찜,4.0,2,"#노원역아구찜, #아구찜맛집, #아구찜전문점, #해물찜맛집, #해물탕맛집, #회식장소, #제로페이"
수을독,5.0,3,
맛고을청국장,4.4,11,
오븐마루치킨 노원점,4.5,8,#제로페이
독도참치&스시,5.0,5,#가족모임
던킨 노원KT점,2.4,9,"#카카오페이, #제로페이"
최기령제과점,5.0,8,"#카카오페이, #제로페이"
홋코리동,4.8,5,"#혼밥, #카카오페이"
별빛탕후루,5.0,1,
한상보리밥,0,0,
창익수제돈까스,3.8,14,#제로페이
써브웨이 노원점,2.3,45,"#혼밥, #카카오페이, #제로페이"
J바,0,0,
홍콩반점0410 노원역남부점,3.1,29,"#혼밥, #제로페이"
남도맛집,3.4,5,"#점심식사, #혼밥, #제로페이"
노원한우,4.3,10,"#친목모임, #회식장소, #제로페이"
고려정,4.0,10,"#건강식, #노포, #제로페이"
하루한끼,5.0,6,"#카카오페이, #제로페이"
오백국수 노원중앙점,4.0,25,"#혼밥, #제로페이"
허수아비 일본식돈까스 노원점,4.0,19,"#혼밥, #제로페이"
만나야식,0,0,
돈까스닷컴,0,0,
안선생떡집,3.5,2,
남도향기로,0,0,
가로막집,5.0,1,"#점심식사, #친목모임, #제로페이"
양푼이생태탕동태내장탕,5.0,1,"#점심식사, #제로페이"
맞조이 갈비탕을 즐기다,0,0,
무진참치&스시,0,0,
오초록 노원본점,3.5,8,#제로페이
파리바게뜨 노원중앙점,2.3,12,"#카카오페이, #제로페이"
배스킨라빈스 노원역점,3.8,4,"#카카오페이, #제로페이"
보끔당 노원점,4.8,120,"#봄제철음식, #점심식사"
크라상점 노원점,4.5,13,"#가성비갑, #노원맛집, #디저트, #예쁜포장, #크로아상, #카카오페이, #제로페이"
가양 훠궈 샤브샤브,5.0,3,"#훠궈무한리필, #제로페이"
육회왕자연어공주 노원점,2.1,7,#연어무한리필
싸다구대패삼겹,0,0,
돼지게티 노원구점,0,0,
,76,,
파스타한끼,0,0,
마미맘 치킨&피자,0,0,
아자아자,0,0,"#카카오페이, #제로페이"
푸라닭치킨 상계1호점,5.0,2,#제로페이
여명엔터프라이즈,0,0,#제로페이
빅브라더피자 중계점,4.8,5,#제로페이
두마리치킨앤덤,0,0,
크리스피짜,0,0,
은행나무집,0,0,
마장동 황귀닭곰탕백반 중계점,5.0,1,"#노포, #제로페이"
,33,,
파리바게뜨 중계대림점,5.0,1,"#카카오페이, #제로페이"
태백집,0,0,
노랑통닭 중계2호점,4.0,6,#제로페이
토담반찬,5.0,1,
메밀사랑묵사랑,4.0,12,#이동약자접근
응응스크르,0,0,
토담,0,0,#제로페이
초원참숯생고기,4.0,1,#제로페이
스시락,3.8,14,#제로페이
포유에프앤비,0,0,#제로페이
,20,,
하남돼지집 중계은행점,4.8,4,"#가족모임, #데이트코스, #친목모임, #회식장소"
가장맛있는족발 은행사거리점,3.2,13,#제로페이
달콤탕후루,0,0,
와삭통통닭강정,4.2,28,
신라강호,5.0,1,
빨간떡볶이,0,0,#제로페이
포케올데이 중계은행사거리점,0,0,"#카카오페이, #제로페이"
신전떡볶이 은행사거리점,3.0,2,#제로페이
정원식당,0,0,
이소,5.0,5,#제로페이
등촌샤브칼국수 중계점,5.0,6,"#점심특선, #혼밥, #제로페이"
진부엉이꼬마김밥 중계점,3.7,3,
써브웨이 중계은행사거리점,2.2,16,"#혼밥, #카카오페이, #제로페이"
아지스시,5.0,3,#혼밥
백소정 은행사거리점,4.0,9,#혼밥
꽈백최선생 중계점,4.7,3,#제로페이
에그드랍 노원은행사거리점,4.0,5,"#이동약자접근, #제로페이"
타코359,4.2,13,#멕시코요리
행복한밥집,3.7,3,"#점심식사, #혼밥"
언희반상 F&B,0,0,
디어유,0,0,#카카오페이
외식명소 노원본점,3.0,2,"#가족모임, #샤브샤브무한리필, #소고기무한리필, #장어무한리필, #점심특선, #정육식당, #친목모임, #한우무한리필"
충무깁밥,0,0,
